priorytet;rodzina;model_podpis;liczba_rekordow_maszyna;przyklady_id_ewidencja_serial;kandydaci_id_model;proponowany_id_model;status_kandydata;brakujace_pola_modelu;co_moge_wykonac_sam;czego_brakuje_od_ciebie;decyzja_id_model;uwagi_uzytkownika
NISKI;RICOH;MPC 4500;17;69:KP/1027:L9073901074 || 194:KP/0162/06/2014:L8964501196 || 236:KP/0204/06/2014:L9083700808;398(4/4);398;gotowy_jednoznaczny;;Moge hurtowo ustawic MASZYNA.ID_MODEL=398 dla calej sygnatury.;Wystarczy Twoje potwierdzenie, ze wskazany ID_MODEL jest poprawny.;;
NISKI;KYOCERA;M 3550I;16;429:KP/0385/07/2014: || 430:KP/0386/07/2014:XLM8134297 || 442:KP/0395/07/2014:XLM8136748;280(4/4);280;gotowy_jednoznaczny;;Moge hurtowo ustawic MASZYNA.ID_MODEL=280 dla calej sygnatury.;Wystarczy Twoje potwierdzenie, ze wskazany ID_MODEL jest poprawny.;;
NISKI;RICOH;DSM 620D;16;215:KP/0183/06/2014:J9256610700 || 219:KP/0187/06/2014:K8366311466 || 262:KP/0226/06/2014:K8366721076;324(4/4) | 140(3/4);;decyzja_duplikat;;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;RICOH;MP 2553;16;4958:KP/2837:E745K250104 || 4959:WKP/2838/BNP:E744K400310 || 4960:KP/2839\VM:E743KA00140;351(4/4) | 589(4/4) | 615(4/4);;decyzja_duplikat;;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;RICOH;MP 2555;16;6521:KP/4098\REMOTE:C399P400562 || 6864:KP/4363\REMOTE:C398J100188 || 6865:KP/4364\VM:C398P600318;353(4/4) | 541(4/4) | 591(4/4) | 617(4/4) | 30002509(3/4);;decyzja_duplikat;;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;RICOH;1305;15;527:KP/0477/07/2014:H9029502196 || 691:KP/0636/07/2014: || 709:KP/0653/07/2014:;300(3/4);300;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=300 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 300: PLIK;;
NISKI;RICOH;MP 3010;15;37:KP/0026/06/2014:M1074400257 || 38:KP/0027/06/2014:K8664200398 || 39:KP/0028/06/2014:M1073801081;355(3/4) | 618(3/4);;decyzja_duplikat;RODZAJ;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;KYOCERA;M 3655I;14;4672:KP/2744:R4Q8Y11215 || 4719:KP/2752:R4Q8Y11126 || 4720:KP/2753:R4Q8Y11152;281(4/4);281;gotowy_jednoznaczny;;Moge hurtowo ustawic MASZYNA.ID_MODEL=281 dla calej sygnatury.;Wystarczy Twoje potwierdzenie, ze wskazany ID_MODEL jest poprawny.;;
NISKI;KYOCERA;P 3145;14;6883:KP/4377/DM:R4J0660626 || 6884:KP/4378/DM:R4J0661382 || 6885:KP/4379:R4J0661360;271(4/4) | 561(4/4);;decyzja_duplikat;;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;RICOH;MP 3554;14;5681:KP/3443\EMAIL:G166P242407 || 6286:KP/3957:G166J400041 || 6450:KP/4035/BNP/SRS/SmartIT/Ubezp.:G165JA00027;593(4/4) | 476(3/4);;decyzja_duplikat;;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;RICOH;P 502;14;7068:KP/4540:5389P100515 || 7069:KP/4539:5389P100823 || 7070:KP/4538:5389P100631;537(3/4);537;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=537 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 537: PLIK;;
NISKI;CANON;IR 2520;13;314:KP/0275/07/2014: || 513:KP/0463/07/2014:FQQ53219 || 809:KP/0749/08/2014:;33(3/4);33;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=33 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 33: PLIK;;
NISKI;RICOH;DSM 725;13;72:KP/1031:K8564102404 || 327:KP/0288/07/2014: || 385:KP/0345/07/2014:K8654401439;141(3/4) | 331(3/4);;decyzja_duplikat;PLIK;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;RICOH;MPC 2000;13;296:KP/0257/07/2014:M5084301145 || 1289:KP/1102: || 1515:KP/1240:M5084400431;377(4/4);377;gotowy_jednoznaczny;;Moge hurtowo ustawic MASZYNA.ID_MODEL=377 dla calej sygnatury.;Wystarczy Twoje potwierdzenie, ze wskazany ID_MODEL jest poprawny.;;
NISKI;KONICA MINOLTA;INEO+ 25;12;366:KP/1658:A2YF121000703 || 497:KP/0449/07/2014:A2YF121000358 || 774:KP/0716/08/2014:;73(4/4);73;gotowy_jednoznaczny;;Moge hurtowo ustawic MASZYNA.ID_MODEL=73 dla calej sygnatury.;Wystarczy Twoje potwierdzenie, ze wskazany ID_MODEL jest poprawny.;;
NISKI;RICOH;DSM 632;12;153:KP/0125/06/2014: || 275:KP/0238/07/2014: || 460:KP/0413/07/2014:;327(3/4);327;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=327 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 327: PLIK;;
NISKI;RICOH;IMC 6000;12;7610:KP/5046:3140MB10156 || 7574:KP/5018:3141M910052 || 7575:KP/5019/R/E:3141M910016;469(4/4) | 30002505(3/4);;decyzja_duplikat;;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;RICOH;MP 3352;12;1527:KP/1245:W683K700499 || 1743:KP/1337:W683K700518 || 1744:KP/1336:W683K700533;359(4/4) | 620(4/4);;decyzja_duplikat;;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;RICOH;MP 6001;12;1092:KP/0991/10/2014:V6993400064 || 1093:KP/0992/10/2014: || 1545:KP/1239:V6903100368;366(3/4);366;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=366 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 366: PLIK;;
NISKI;RICOH;MPC 4501;12;625:KP/0572/07/2014:V9512600885 || 752:KP/0695/08/2014:V9512801408 || 3420:KP/2125:V9522501810-historia;399(4/4);399;gotowy_jednoznaczny;;Moge hurtowo ustawic MASZYNA.ID_MODEL=399 dla calej sygnatury.;Wystarczy Twoje potwierdzenie, ze wskazany ID_MODEL jest poprawny.;;
NISKI;EPSON;WF-M5298;11;4563:WEKP/2596:X3CP000825 || 4569:WEKP/2599:X3CP000802 || 4572:WEKP/2601:X3CP000381;98(4/4);98;gotowy_jednoznaczny;;Moge hurtowo ustawic MASZYNA.ID_MODEL=98 dla calej sygnatury.;Wystarczy Twoje potwierdzenie, ze wskazany ID_MODEL jest poprawny.;;
NISKI;RICOH;4520;11;7052:KP/4516/BNP/SRS/SmartIT/Ub.:T587H600283 || 7047:: || 7048:KP/4524:T587H700102;446(4/4);446;gotowy_jednoznaczny;;Moge hurtowo ustawic MASZYNA.ID_MODEL=446 dla calej sygnatury.;Wystarczy Twoje potwierdzenie, ze wskazany ID_MODEL jest poprawny.;;
NISKI;RICOH;MP 4054;11;5554:KP/3327\REMOTE:G175R351155 || 5555:KP/3328:G175R550494 || 5556:KP/3329\EMAIL\REMOTE:G175R351075;621(4/4) | 362(3/4);;decyzja_duplikat;;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;RICOH;MPC 2051;11;100:KP/0077/06/2014:V9714702899 || 214:KP/0182/06/2014:V9714401089 || 553:KP/1184:V9714602749;382(4/4);382;gotowy_jednoznaczny;;Moge hurtowo ustawic MASZYNA.ID_MODEL=382 dla calej sygnatury.;Wystarczy Twoje potwierdzenie, ze wskazany ID_MODEL jest poprawny.;;
NISKI;RICOH;MPC 3300;11;1874:KP/1421:V1504400538 || 1950:KP/1428:V1503800335 || 1957:KP/1436:V1594700251;393(4/4);393;gotowy_jednoznaczny;;Moge hurtowo ustawic MASZYNA.ID_MODEL=393 dla calej sygnatury.;Wystarczy Twoje potwierdzenie, ze wskazany ID_MODEL jest poprawny.;;
NISKI;CANON;3525I;10;4295:EKP/2522:CF1493C006AA || 4472:KP/2678:XTV16136 || 4476:KP/2679:XTV15220;13(3/4);13;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=13 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 13: PLIK;;
NISKI;RICOH;MP 4055;10;6654:KP/4201\REMOTE:C379P010101 || 6655:KP/4202:C379P010102 || 6854:KP/4340:C378J100387;482(4/4) | 594(4/4);;decyzja_duplikat;;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;RICOH;MPC 4000;10;336:KP/0297/07/2014:V1202501182 || 1138:KP/1029:V1292800333 || 1141:KP/1033:V1292800581;397(4/4);397;gotowy_jednoznaczny;;Moge hurtowo ustawic MASZYNA.ID_MODEL=397 dla calej sygnatury.;Wystarczy Twoje potwierdzenie, ze wskazany ID_MODEL jest poprawny.;;
NISKI;RICOH;MPC 4502;10;109:KP/0085/06/2014:W513J500502 || 2399:KP/1674:W512J500511 || 3326:KP/2060:W512J600568;573(4/4) | 497(2/4);;decyzja_duplikat;;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;RICOH;MPC 6004;10;7062:KP/4530/REMONT/EMAIL:C758J700274 || 7063:KP/4529:C757JA00188 || 7208:KP/4667:C757JC00186;535(3/4);535;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=535 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 535: PLIK;;
NISKI;KONICA MINOLTA;C 3110;9;1097:KP/0995/10/2014:A6DT121000503 || 1435:KP/1181:A6DT121000345 || 1482:KP/1241:;257(3/4);257;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=257 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 257: PLIK;;
NISKI;RICOH;DSM 645;9;166:KP/0137/06/2014: || 287:KP/0248/07/2014: || 310:KP/0271/07/2014:;328(3/4);328;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=328 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 328: PLIK;;
NISKI;RICOH;DSM 675;9;226:KP/0194/06/2014:K4651504166 || 280:KP/0241/07/2014: || 292:KP/0253/07/2014:K4662500106;330(3/4);330;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=330 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 330: PLIK;;
NISKI;RICOH;IM 2702;9;5682:KP/3444:3291M220002 || 4925:EKP/2753\VM:3299M420745 || 5030:KP/2901:3299M520018;456(3/4);456;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=456 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 456: PLIK;;
NISKI;RICOH;IMC 5500;9;6627:KP/4174:3139M010112 || 6628:KP/4175:3131M010110 || 7605:KP/5059:3139MA21314;542(4/4) | 584(4/4);;decyzja_duplikat;;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;RICOH;MPC 2004 SP;9;3364:EKP/2088:G746RA31007 || 3588:EKP/2245\VM:G747J200251 || 3589:EKP/2246\VM:G747J200257;402(4/4);402;gotowy_jednoznaczny;;Moge hurtowo ustawic MASZYNA.ID_MODEL=402 dla calej sygnatury.;Wystarczy Twoje potwierdzenie, ze wskazany ID_MODEL jest poprawny.;;
NISKI;RICOH;MPC 3502;9;3997:KP/2519:W502KA00967 || 4068:KP/2541: || 4389:KP/2647:W503K100869;491(3/4);491;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=491 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 491: PLIK;;
NISKI;RICOH;MPC 3504ex;9;6696:KP/4208/BNP\EMAIL:C727R610624 || 6823:KP/4320:C728R410156 || 6794:KP/4293/BNP\VM:C728J300444;493(4/4);493;gotowy_jednoznaczny;;Moge hurtowo ustawic MASZYNA.ID_MODEL=493 dla calej sygnatury.;Wystarczy Twoje potwierdzenie, ze wskazany ID_MODEL jest poprawny.;;
NISKI;RICOH;MPC 407;9;5732:KP/3486\VM:C497P300071 || 6152:KP/3870\EMAIL\VM:C497P313128 || 5892:KP/3634:C497P080803;496(3/4) | 607(3/4);;decyzja_duplikat;RODZAJ;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;EPSON;WF-M5690DWF;8;4339:KP/2635:UV4Y016211 || 4385:EKP/2537:UV4Y031510 || 4439:WEKP/2550:UV4Y031515;99(3/4);99;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=99 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 99: PLIK;;
NISKI;KYOCERA;FS-2020D;8;428:KP/0384/07/2014:[XEX1X33386] || 432:KP/0388/07/2014:XEX1X33553 || 433:KP/0389/07/2014:XEX1X33390;276(3/4);276;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=276 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 276: PLIK;;
NISKI;RICOH;7505;8;273:KP/0236/07/2014:L1299701501 || 286:KP/0247/07/2014: || 289:KP/0250/07/2014:J4321000174;451(3/4);451;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=451 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 451: PLIK;;
NISKI;RICOH;MP 4000;8;470:KP/0423/07/2014:M5582900303 || 1055:KP/0968/09/2014:M5592700706 || 1172:KP/1055:;361(3/4);361;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=361 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 361: PLIK;;
NISKI;RICOH;MPC 5504;8;6207:KP/3910\EMAIL\REMOTE:C747M600109 || 6208:KP/3911\EMAIL\REMOTE:G727J400351 || 6209:KP/3912\EMAIL\REMOTE:G727J870401;501(3/4);501;jednoznaczny_niepelny;RODZAJ;Moge hurtowo ustawic MASZYNA.ID_MODEL=501 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 501: RODZAJ;;
NISKI;RICOH;MPC 6003;8;5675:KP/3436:E194M242410 || 5676:KP/3437\VM:E194M242412 || 5677:KP/3438:E194M242411;608(4/4) | 503(3/4);;decyzja_duplikat;;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;EPSON;WF - 5690;7;3851:KP/2386:UV4Y016344 || 3881:KP/2337:UV4Y016290 || 3960:EKP/2483:UV4Y030126;87(3/4);87;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=87 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 87: PLIK;;
NISKI;KONICA MINOLTA;C 252;7;29:KP/0019/06/2014: || 700:KP/0644/07/2014: || 1184:KP/1060:;253(3/4);253;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=253 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 253: PLIK;;
NISKI;KONICA MINOLTA;C 350;7;221:KP/0189/06/2014: || 227:KP/0195/06/2014: || 618:KP/0565/07/2014:;260(3/4);260;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=260 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 260: PLIK;;
NISKI;KYOCERA;4035I-MFP;7;3849:WEKP/2384\VM:V3Y7727751 || 3857:WEKP/2414:V3Y7727746 || 3876:WEKP/2389:V3Y7928283;523(3/4);523;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=523 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 523: PLIK;;
NISKI;RICOH;DSM 620;7;30:KP/0020/06/2014:J9256310293 || 32:KP/0022/06/2014: || 114:KP/0090/06/2014:K8366510761;323(3/4);323;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=323 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 323: PLIK;;
NISKI;RICOH;DSM 660;7;303:KP/0264/07/2014: || 523:KP/0473/07/2014: || 814:KP/0754/08/2014:;329(3/4);329;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=329 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 329: PLIK;;
NISKI;RICOH;MP 4002;7;3224:KP/2005:W522J800137 || 3869:KP/2449:W522J700189 || 4442:KP/2663:W523J862592;479(3/4);479;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=479 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 479: PLIK;;
NISKI;RICOH;MP 5055;7;6160:KP/3877\EMAIL:C387JB00134 || 6161:KP/3878/BNP/SRS/Ubezp.\REMOTE:C387JB00211 || 6789:KP/4288:C388PA00200;485(4/4);485;gotowy_jednoznaczny;;Moge hurtowo ustawic MASZYNA.ID_MODEL=485 dla calej sygnatury.;Wystarczy Twoje potwierdzenie, ze wskazany ID_MODEL jest poprawny.;;
NISKI;RICOH;MPC 3003 SP;7;1528:KP/1246\EMAIL:E154M433159 || 2229:WEKP/1582:E155M331771 || 2523:KP/1745:E154M420548;404(4/4);404;gotowy_jednoznaczny;;Moge hurtowo ustawic MASZYNA.ID_MODEL=404 dla calej sygnatury.;Wystarczy Twoje potwierdzenie, ze wskazany ID_MODEL jest poprawny.;;
NISKI;CANON;IR 1018;6;946:KP/0880/09/2014: || 1165:KP/1050: || 1517:KP/1219:;24(3/4);24;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=24 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 24: PLIK;;
NISKI;CANON;IR 2018;6;158:KP/0129/06/2014: || 766:KP/0709/08/2014: || 884:KP/0821/08/2014:;29(3/4);29;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=29 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 29: PLIK;;
NISKI;CANON;IR 4570;6;197:KP/0165/06/2014:KFQI8281 || 267:KP/0231/06/2014: || 321:KP/0282/07/2014:;40(3/4);40;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=40 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 40: PLIK;;
NISKI;CANON;IR ADVANCE C2220I;6;638:KP/0585/07/2014:Lyk21916 || 1107:KP/996:LYK50275 || 1109:KP/1145:LYK50263;46(4/4);46;gotowy_jednoznaczny;;Moge hurtowo ustawic MASZYNA.ID_MODEL=46 dla calej sygnatury.;Wystarczy Twoje potwierdzenie, ze wskazany ID_MODEL jest poprawny.;;
NISKI;EPSON;WF-C8690 DWF;6;4437:EKP/2548:X59U000050 || 4474:EKP/2562:X59U000061 || 4524:WEKP/2577:X59U000022;95(2/4);95;jednoznaczny_niepelny;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=95 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 95: KOLOR, PLIK;;
NISKI;KONICA MINOLTA;C 220;6;1270:KP/10958: || 2016:KP/1487:A0ED023009908 || 3220:....:;247(3/4);247;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=247 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 247: PLIK;;
NISKI;RICOH;DSM 730;6;230:KP/0198/06/2014:K8664600115 || 539:KP/0488/07/2014:K8654400152 || 701:KP/0645/07/2014:;332(3/4);332;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=332 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 332: PLIK;;
NISKI;RICOH;MP 2500;6;467:KP/0420/07/2014: || 817:KP/0757/08/2014: || 1163:KP/1870:M4472400634;347(3/4);347;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=347 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 347: PLIK;;
NISKI;RICOH;MP 401;6;4803:WEKP/2697\REMOTE:T605HB02720 || 6485:KP/4066:T605H900327 || 6486:KP/4067\VM:T605HC01770;480(4/4);480;gotowy_jednoznaczny;;Moge hurtowo ustawic MASZYNA.ID_MODEL=480 dla calej sygnatury.;Wystarczy Twoje potwierdzenie, ze wskazany ID_MODEL jest poprawny.;;
NISKI;RICOH;MP 5500;6;4:KP/0002/06/2014:L7763300279 || 343:KP/0304/07/2014: || 345:KP/0306/07/2014:L7772600321;365(3/4);365;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=365 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 365: PLIK;;
NISKI;RICOH;MPC 4504ex;6;6934:KP/4423\REMOTE:C737M921873 || 6878:KP/4373:C738M420259 || 7058:KP/4526:C738J200070;499(4/4);499;gotowy_jednoznaczny;;Moge hurtowo ustawic MASZYNA.ID_MODEL=499 dla calej sygnatury.;Wystarczy Twoje potwierdzenie, ze wskazany ID_MODEL jest poprawny.;;
NISKI;CANON;3520I;5;4783:WEKP/2688:2FW03729 || 4784:WEKP/2689:2FW03716 || 4854:EKP/2724:2FW06110;12(3/4);12;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=12 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 12: PLIK;;
NISKI;CANON;6512;5;829:KP/0769/08/2014: || 857:KP/0795/08/2014: || 1323:KP/1127:;16(3/4);16;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=16 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 16: PLIK;;
NISKI;KONICA MINOLTA;C 224E;5;688:KP/0633/07/2014: || 2207:KP/1567:a5c41z1104976 || 3832:KP/2397:A4FM021014300;248(3/4) | 549(3/4);;decyzja_duplikat;PLIK;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;KONICA MINOLTA;INEO+ 224E;5;335:KP/0296/07/2014:15C412110271 || 502:KP/0454/07/2014:AS4FM121003036 || 939:KP/0873/09/2014:;72(3/4);72;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=72 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 72: PLIK;;
NISKI;KYOCERA;2507ci;5;5207:KP/3018:RGT9906336 || 5600:KP/3369:RGT0X14152 || 5545:KP/3319:RGT0X14158;519(3/4);519;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=519 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 519: PLIK;;
NISKI;RICOH;1018;5;3502:KP/2251: || 3632:KP/2273: || 3752:.......:;425(3/4);425;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=425 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 425: PLIK;;
